,adview,views,likes,dislikes,comment,published,dur_sec,category_A,category_B,category_C,category_D,category_E,category_G,category_H
7941,14,2469443.0,18641.0,398.0,1175.0,2016-09-04,277,0,0,0,0,0,1,0
7942,1,46566.0,1440.0,4.0,66.0,2015-12-02,232,0,0,0,1,0,0,0
7943,1,45601.0,60.0,18.0,16.0,2012-11-19,1124,0,0,0,1,0,0,0
7944,24,68649.0,957.0,79.0,423.0,2016-05-11,291,0,0,0,1,0,0,0
7945,1,353289.0,1307.0,127.0,91.0,2015-11-25,340,0,0,0,1,0,0,0
7946,1,324427.0,725.0,61.0,45.0,2014-08-12,149,0,0,0,1,0,0,0
7947,1,747654.0,4270.0,202.0,1878.0,2016-02-23,698,0,0,0,1,0,0,0
7948,1,106292.0,192.0,49.0,40.0,2016-03-05,2409,0,0,0,1,0,0,0
7949,1,1119381.0,1123.0,298.0,135.0,2016-08-30,100,0,0,1,0,0,0,0
7950,17,60197.0,317.0,22.0,17.0,2014-12-06,3085,0,0,0,0,0,1,0
7951,1,72679.0,409.0,8.0,24.0,2017-01-28,177,0,0,0,0,1,0,0
7952,3,2261420.0,2127.0,488.0,,2016-04-18,8832,0,0,0,0,1,0,0
7953,2,762210.0,900.0,303.0,72.0,2016-04-22,2632,0,0,0,0,0,1,0
7954,3,39386.0,70.0,13.0,7.0,2014-01-29,157,0,1,0,0,0,0,0
7955,1,49130.0,390.0,22.0,139.0,2013-12-06,36000,0,0,0,0,0,1,0
7956,17,14426587.0,20796.0,5927.0,1418.0,2014-01-06,183,0,0,1,0,0,0,0
7957,5,572969.0,5112.0,593.0,947.0,2013-03-13,185,0,1,0,0,0,0,0
7958,1,180321.0,853.0,91.0,162.0,2017-02-07,3946,0,0,0,0,0,1,0
7959,1,402.0,3.0,0.0,0.0,2016-06-22,31,0,0,0,1,0,0,0
7960,2,2594653.0,6765.0,124.0,331.0,2016-01-17,459,0,0,0,0,0,1,0
7961,2,74478.0,142.0,7.0,49.0,2011-12-09,1316,0,0,0,1,0,0,0
7962,1,113373.0,54.0,21.0,1.0,2012-11-16,101,0,0,0,0,0,1,0
7963,2,24723.0,88.0,2.0,1.0,2012-08-23,245,0,0,0,0,0,0,0
7964,1,195428.0,235.0,93.0,15.0,2015-06-22,8362,0,0,0,1,0,0,0
7965,1,201698.0,326.0,114.0,24.0,2015-07-10,249,0,0,0,1,0,0,0
7966,1,799346.0,5850.0,1047.0,121.0,2017-02-10,64,0,0,0,1,0,0,0
7967,11,13256429.0,20907.0,13530.0,563.0,2017-03-03,3349,0,0,0,0,1,0,0
7968,19852,55645.0,199.0,13.0,31.0,2016-02-10,240,1,0,0,0,0,0,0
7969,14,28286.0,129.0,43.0,24.0,2015-01-15,1098,0,0,0,1,0,0,0
7970,1,34079.0,30.0,4.0,0.0,2013-10-22,803,0,0,0,1,0,0,0
7971,1,90633.0,292.0,5.0,70.0,2015-09-19,675,0,0,0,1,0,0,0
7972,2,728938.0,2250.0,392.0,1217.0,2016-06-03,614,0,0,0,1,0,0,0
7973,56,866847.0,1430.0,46.0,131.0,2014-04-14,663,0,0,0,0,0,1,0
7974,1,29892.0,65.0,9.0,2.0,2012-07-25,2435,0,0,0,1,0,0,0
7975,1,741187.0,9391.0,782.0,1572.0,2017-03-11,261,0,0,1,0,0,0,0
7976,2,1185031.0,4477.0,624.0,440.0,2015-03-13,294,0,0,0,1,0,0,0
7977,13549,55998.0,751.0,13.0,106.0,2016-12-10,622,0,0,0,0,0,0,0
7978,12,287615.0,507.0,80.0,143.0,2013-04-02,2082,0,0,0,1,0,0,0
7979,1,5138.0,201.0,1.0,31.0,2014-04-21,12,0,0,0,1,0,0,0
7980,1,2660.0,9.0,1.0,0.0,2011-01-24,739,0,0,0,0,0,1,0
7981,7,3165531.0,23200.0,1379.0,9582.0,2016-07-19,293,0,0,0,1,0,0,0
7982,1,8622.0,34.0,0.0,2.0,2011-07-22,357,0,0,0,0,0,0,0
7983,1,248551.0,728.0,36.0,41.0,2016-02-14,127,0,0,0,1,0,0,0
7984,1,417764.0,663.0,122.0,17.0,2014-11-18,349,0,0,0,0,0,1,0
7985,1,297235.0,265.0,50.0,64.0,2015-10-02,209,0,0,0,1,0,0,0
7986,49,183461.0,1790.0,61.0,397.0,2014-03-22,678,0,0,0,1,0,0,0
7987,3,1247830.0,12327.0,190.0,1344.0,2015-07-25,558,0,1,0,0,0,0,0
7988,1,13022.0,56.0,2.0,15.0,2016-07-04,31,0,0,0,0,0,1,0
7989,1,1984.0,25.0,2.0,6.0,2014-04-23,155,0,0,0,0,0,1,0
7990,1,40970.0,143.0,1.0,16.0,2015-02-11,2129,0,1,0,0,0,0,0
7991,146,1918349.0,33140.0,2161.0,1312.0,2017-03-22,135,0,0,0,1,0,0,0
7992,1,2148774.0,4670.0,620.0,803.0,2014-05-05,354,0,1,0,0,0,0,0
7993,22,105.0,0.0,0.0,0.0,2015-11-16,86,0,0,1,0,0,0,0
7994,9,83421.0,84.0,9.0,6.0,2014-01-01,686,0,0,0,1,0,0,0
7995,1,94555.0,54.0,59.0,0.0,2016-09-02,7200,0,0,0,1,0,0,0
7996,3,685038.0,4497.0,38.0,140.0,2015-06-30,263,0,0,0,0,0,1,0
7997,1,135370.0,132.0,10.0,17.0,2013-09-13,3318,0,0,0,0,1,0,0
7998,45,336694.0,99.0,89.0,4.0,2013-11-28,898,0,0,0,0,1,0,0
7999,1,154189.0,1630.0,30.0,239.0,2016-05-11,401,0,0,0,0,0,0,0
8000,2,108609.0,462.0,14.0,53.0,2015-02-26,355,1,0,0,0,0,0,0
8001,4,3251125.0,6406.0,1099.0,1002.0,2015-07-26,81,0,0,1,0,0,0,0
8002,1,33395.0,129.0,7.0,2.0,2010-12-21,616,0,0,0,0,0,1,0
8003,2,1758.0,2.0,1.0,0.0,2013-10-26,56,0,0,0,1,0,0,0
8004,1,69857.0,324.0,7.0,27.0,2016-04-15,367,0,0,0,0,1,0,0
8005,1,424545.0,811.0,78.0,66.0,2015-08-21,2355,0,0,0,1,0,0,0
8006,1,13094.0,117.0,4.0,3.0,2016-04-01,136,0,0,0,1,0,0,0
8007,1,71899.0,369.0,28.0,132.0,2011-12-14,270,0,0,0,0,0,1,0
8008,18,581.0,43.0,6.0,7.0,2017-03-20,78,0,1,0,0,0,0,0
8009,8,2028946.0,6121.0,173.0,338.0,2011-03-21,259,0,0,0,0,0,1,0
8010,4,188366.0,251.0,29.0,30.0,2012-03-02,335,0,0,0,0,0,1,0
8011,1,5514.0,10.0,1.0,0.0,2016-07-14,224,0,0,0,1,0,0,0
8012,1,63475.0,275.0,26.0,63.0,2016-08-30,2181,0,0,0,1,0,0,0
8013,1,51325.0,42.0,14.0,13.0,2016-06-14,372,0,0,0,0,0,0,1
8014,49,191050.0,507.0,46.0,86.0,2014-10-20,1366,0,0,0,1,0,0,0
8015,1,2248.0,13.0,0.0,0.0,2014-10-02,201,0,0,0,1,0,0,0
8016,1,2620.0,13.0,20.0,3.0,2015-04-30,186,0,1,0,0,0,0,0
8017,1,7399.0,2.0,0.0,1.0,2015-11-03,21,0,0,0,0,1,0,0
8018,6509,127795.0,827.0,96.0,29.0,2014-06-10,233,0,0,0,1,0,0,0
8019,1,2682.0,17.0,1.0,3.0,2014-03-07,107,0,0,0,1,0,0,0
8020,2,182179.0,1441.0,61.0,149.0,2016-04-04,248,0,0,0,1,0,0,0
8021,1,22254.0,290.0,0.0,33.0,2014-04-17,335,0,0,0,0,0,1,0
8022,2,4025916.0,21507.0,1988.0,588.0,2015-05-13,325,0,0,0,0,0,1,0
8023,1,27048.0,113.0,7.0,13.0,2010-12-28,2866,0,0,0,1,0,0,0
8024,11,58589.0,208.0,4.0,18.0,2014-01-24,1533,0,0,0,1,0,0,0
8025,3,2339662.0,1852.0,433.0,127.0,2011-12-24,261,0,0,0,1,0,0,0
8026,5,372727.0,734.0,87.0,1332.0,2016-07-21,411,0,0,0,1,0,0,0
8027,3,258970.0,4325.0,115.0,673.0,2016-07-26,404,0,1,0,0,0,0,0
8028,2,20870.0,54.0,0.0,3.0,2013-01-06,244,0,0,0,0,0,1,0
8029,1,81430.0,153.0,33.0,7.0,2014-08-09,270,0,0,0,0,1,0,0
8030,17,2528973.0,4154.0,497.0,432.0,2013-10-31,5135,0,0,0,0,1,0,0
8031,40,1200977.0,1609.0,238.0,52.0,2009-12-28,571,0,0,0,1,0,0,0
8032,11777,167076.0,2080.0,17.0,85.0,2014-10-19,222,0,0,0,0,0,1,0
8033,9,622274.0,727.0,259.0,129.0,2014-03-24,2605,0,0,0,1,0,0,0
8034,1,374195.0,2135.0,101.0,41.0,2016-09-08,190,0,0,0,1,0,0,0
8035,1,11548.0,137.0,2.0,60.0,2016-08-26,1602,0,0,0,1,0,0,0
8036,1567,610564.0,3215.0,158.0,68.0,2015-07-19,129,0,0,0,0,0,1,0
8037,1,2294594.0,28484.0,964.0,1224.0,2017-03-06,211,0,0,0,1,0,0,0
8038,20,394726.0,3956.0,123.0,367.0,2016-09-18,432,0,0,0,1,0,0,0
8039,1,11145.0,14.0,2.0,1.0,2015-04-03,1490,0,0,0,0,0,1,0
8040,1,228199.0,803.0,32.0,29.0,2013-12-23,527,0,0,0,1,0,0,0
8041,2,4508.0,40.0,7.0,7.0,2015-07-10,775,0,0,0,1,0,0,0
8042,38,19438072.0,,,1239.0,2014-09-03,6873,0,0,0,0,0,1,0
8043,1,156963.0,4606.0,103.0,425.0,2016-10-03,226,0,0,0,0,1,0,0
8044,1,582739.0,4621.0,88.0,348.0,2015-12-13,219,0,0,0,0,0,1,0
8045,35,501481.0,231.0,63.0,31.0,2011-11-08,67,0,0,0,1,0,0,0
8046,1,1094472.0,4805.0,94.0,973.0,2016-03-25,678,0,0,0,0,1,0,0
8047,14,135070.0,1051.0,141.0,103.0,2016-08-05,90,0,0,0,1,0,0,0
8048,1,214007.0,1015.0,62.0,91.0,2016-03-27,3772,0,0,0,1,0,0,0
8049,1,114354.0,181.0,21.0,8.0,2011-04-27,955,0,0,0,1,0,0,0
8050,1,80725.0,402.0,31.0,75.0,2014-12-22,241,0,0,0,1,0,0,0
8051,16,628077.0,10087.0,75.0,1924.0,2016-09-03,92,0,1,0,0,0,0,0
8052,7,212406.0,1251.0,87.0,57.0,2013-03-08,192,0,1,0,0,0,0,0
8053,2,39146.0,118.0,11.0,13.0,2016-06-30,682,0,0,0,0,1,0,0
8054,3,41947.0,52.0,0.0,6.0,2013-06-21,400,1,0,0,0,0,0,0
8055,5,11050.0,210.0,5.0,49.0,2016-11-02,2970,0,0,0,0,0,1,0
8056,1,56037.0,726.0,21.0,156.0,2016-08-23,4031,0,0,0,0,0,1,0
8057,1,254535.0,354.0,25.0,5.0,2009-12-21,735,0,0,0,1,0,0,0
8058,36,1144202.0,14894.0,368.0,15883.0,2016-11-13,473,0,0,0,0,0,0,0
8059,1,939528.0,1408.0,1011.0,53.0,2017-04-08,3442,0,0,0,0,1,0,0
8060,4,109750.0,81.0,20.0,17.0,2012-12-29,31,0,0,0,1,0,0,0
8061,2,47128.0,35.0,3.0,1.0,2012-02-23,230,0,0,0,0,0,1,0
8062,3,115858.0,583.0,48.0,163.0,2015-08-17,4011,0,0,0,1,0,0,0
8063,99,419560.0,6206.0,59.0,308.0,2015-12-25,289,0,0,0,0,0,1,0
8064,4,521849.0,1528.0,644.0,28.0,2016-09-11,2021,0,0,0,1,0,0,0
8065,1,349251.0,1341.0,67.0,246.0,2017-04-04,536,0,1,0,0,0,0,0
8066,1,238818.0,2165.0,45.0,255.0,2015-03-16,753,1,0,0,0,0,0,0
8067,2,557411.0,685.0,279.0,59.0,2013-10-14,2607,0,0,0,1,0,0,0
8068,33,46375164.0,69027.0,32509.0,7304.0,2016-12-19,6158,0,0,0,1,0,0,0
8069,1,9315.0,8.0,0.0,0.0,2014-04-22,203,0,0,0,1,0,0,0
8070,6410,8671.0,43.0,4.0,3.0,2016-10-01,209,1,0,0,0,0,0,0
8071,1,358648.0,2556.0,48.0,194.0,2013-06-23,590,0,0,0,0,0,1,0
8072,1,655897.0,4481.0,93.0,370.0,2016-08-15,253,0,0,0,1,0,0,0
8073,2,24742.0,55.0,0.0,8.0,2014-03-03,833,0,1,0,0,0,0,0
8074,2,416477.0,665.0,70.0,91.0,2016-03-10,428,0,0,0,1,0,0,0
8075,4,386484.0,1815.0,214.0,1213.0,2016-09-12,323,0,1,0,0,0,0,0
8076,1,188306.0,1323.0,79.0,144.0,2016-09-26,351,0,0,0,1,0,0,0
8077,4,692969.0,120.0,73.0,1.0,2014-08-13,118,0,0,0,1,0,0,0
8078,3,1528224.0,3291.0,2212.0,77.0,2017-03-25,3064,0,0,0,0,1,0,0
8079,1,47758.0,120.0,17.0,15.0,2016-06-14,4994,0,0,0,1,0,0,0
8080,35,3544341.0,7990.0,918.0,292.0,2014-03-16,463,0,0,0,1,0,0,0
8081,2,3709987.0,22924.0,1383.0,3358.0,2015-11-13,746,0,0,0,1,0,0,0
8082,5,1533677.0,2004.0,674.0,876.0,2016-05-16,605,0,0,0,1,0,0,0
8083,17,78245.0,302.0,9.0,24.0,2015-11-12,241,0,0,0,1,0,0,0
8084,3,3359641.0,5892.0,1206.0,488.0,2016-05-14,52,0,0,0,0,0,1,0
8085,306,8016.0,56.0,14.0,7.0,2013-09-04,201,0,1,0,0,0,0,0
8086,354,7580994.0,15976.0,2917.0,1640.0,2014-02-26,6148,0,0,0,0,0,1,0
8087,1,569.0,15.0,3.0,8.0,2014-01-15,1180,0,0,0,1,0,0,0
8088,3,244734.0,281.0,37.0,15.0,2012-03-15,476,0,0,0,1,0,0,0
8089,2,768.0,43.0,0.0,9.0,2017-01-16,318,0,0,0,1,0,0,0
8090,5,37420.0,67.0,11.0,,2015-06-14,689,0,0,0,0,0,0,1
8091,1,24158.0,31.0,2.0,2.0,2011-09-13,295,0,0,0,0,0,0,0
8092,2,602131.0,567.0,109.0,44.0,2016-07-08,7200,0,0,0,1,0,0,0
8093,2,23721972.0,16237.0,13077.0,838.0,2013-12-02,256,0,0,0,0,0,1,0
8094,1,395208.0,2088.0,108.0,737.0,2016-04-12,258,0,0,0,0,1,0,0
8095,112,1063.0,40.0,3.0,9.0,2016-07-31,96,0,1,0,0,0,0,0
8096,2,382783.0,1017.0,134.0,119.0,2010-04-24,967,0,0,0,1,0,0,0
8097,7,224644.0,1561.0,111.0,110.0,2013-06-06,344,0,0,0,0,0,1,0
8098,24,2013743.0,11592.0,1377.0,10102.0,2016-09-10,422,0,1,0,0,0,0,0
8099,43,691549.0,2534.0,394.0,227.0,2016-09-05,5070,0,0,0,0,0,1,0
8100,22,289.0,2.0,0.0,0.0,2016-06-25,20,0,0,0,1,0,0,0
8101,2,3434.0,48.0,6.0,5.0,2013-12-09,34,0,0,0,1,0,0,0
8102,1,19639.0,225.0,4.0,118.0,2014-05-11,792,0,0,0,1,0,0,0
8103,1,4311.0,24.0,1.0,1.0,2015-07-08,1123,0,0,0,0,0,1,0
8104,1,39036.0,158.0,15.0,14.0,2016-08-09,126,0,0,0,0,1,0,0
8105,63,1216622.0,2160.0,360.0,110.0,2014-03-08,3795,0,0,0,1,0,0,0
8106,1,123187.0,3825.0,52.0,586.0,2014-01-28,151,0,0,0,0,1,0,0
8107,1,27986.0,26.0,6.0,6.0,2012-09-05,103,1,0,0,0,0,0,0
8108,5,398240.0,222.0,35.0,14.0,2013-03-16,65,0,0,0,1,0,0,0
8109,2,5310.0,8.0,2.0,1.0,2013-11-22,42,0,0,0,1,0,0,0
8110,5,6956408.0,45893.0,2526.0,3664.0,2016-02-16,194,0,0,0,1,0,0,0
8111,3,22515.0,26.0,4.0,0.0,2014-04-09,31,0,0,0,1,0,0,0
8112,1,,1.0,0.0,0.0,2013-09-18,1266,0,0,0,1,0,0,0
8113,1,1843725.0,16828.0,878.0,4483.0,2016-06-15,228,0,1,0,0,0,0,0
8114,1,173614.0,312.0,19.0,64.0,2015-12-31,179,1,0,0,0,0,0,0
8115,1,950686.0,1513.0,172.0,210.0,2013-10-31,4988,0,0,0,0,1,0,0
8116,1,22226.0,,,,2014-09-05,4491,0,0,0,1,0,0,0
8117,1,3075.0,17.0,0.0,0.0,2016-06-20,70,0,0,0,1,0,0,0
8118,6,259540.0,248.0,49.0,7.0,2012-04-28,87,0,0,0,1,0,0,0
8119,4,22077.0,109.0,3.0,29.0,2014-04-19,1348,0,0,0,1,0,0,0
8120,1,458832.0,2109.0,185.0,280.0,2016-01-06,735,0,0,0,1,0,0,0
8121,22,23775.0,215.0,8.0,22.0,2016-11-15,48,0,0,0,1,0,0,0
8122,4,760855.0,9016.0,218.0,1279.0,2014-10-04,348,0,1,0,0,0,0,0
8123,5,104068.0,169.0,63.0,57.0,2016-08-09,148,0,0,0,1,0,0,0
8124,2,216731.0,3406.0,97.0,587.0,2013-10-26,371,0,0,0,1,0,0,0
8125,4,551313.0,3917.0,139.0,589.0,2013-11-12,671,0,0,0,1,0,0,0
8126,2,9272.0,42.0,0.0,1.0,2012-10-28,575,0,0,0,1,0,0,0
8127,7235,14498.0,40.0,2.0,1.0,2015-03-03,221,0,0,0,1,0,0,0
8128,5,616071.0,4111.0,222.0,3159.0,2016-09-10,219,0,1,0,0,0,0,0
8129,986,1604.0,6.0,3.0,0.0,2015-02-02,371,0,0,0,1,0,0,0
8130,1,22678.0,176.0,6.0,45.0,2016-05-12,1195,0,0,0,1,0,0,0
8131,1,114162.0,2618.0,436.0,768.0,2016-08-11,910,0,0,0,1,0,0,0
8132,2,59040.0,79.0,13.0,4.0,2016-05-12,34,0,0,0,1,0,0,0
8133,1,16820.0,536.0,10.0,292.0,2013-11-13,574,0,0,0,1,0,0,0
8134,8,752594.0,1026.0,456.0,440.0,2016-05-14,4802,0,0,0,0,1,0,0
8135,1,21194.0,27.0,3.0,3.0,2013-07-19,144,0,0,0,1,0,0,0
8136,1639,4205.0,27.0,0.0,1.0,2017-01-04,171,0,0,0,0,0,1,0
8137,5687,50943.0,164.0,20.0,30.0,2013-03-14,1032,0,0,0,0,0,1,0
8138,29,207742.0,1025.0,23.0,154.0,2011-03-21,297,0,0,1,0,0,0,0
8139,7,981958.0,1626.0,467.0,208.0,2016-02-18,229,0,0,0,1,0,0,0
8140,1,45559.0,266.0,5.0,62.0,2014-11-21,1422,0,1,0,0,0,0,0
8141,1,16821.0,31.0,5.0,1.0,2011-11-03,399,0,0,0,0,0,0,0
8142,8,340981.0,878.0,40.0,56.0,2012-01-30,930,0,0,0,1,0,0,0
8143,2,318245.0,396.0,12.0,3.0,2014-09-05,16,0,0,0,1,0,0,0
8144,9,641286.0,1693.0,406.0,57.0,2016-09-12,141,0,0,0,1,0,0,0
8145,2,52647.0,662.0,7.0,36.0,2013-10-19,635,0,0,0,0,0,1,0
8146,6,125317.0,330.0,12.0,25.0,2014-01-26,680,0,1,0,0,0,0,0
8147,1,264596.0,764.0,96.0,106.0,2017-02-20,2272,0,0,0,1,0,0,0
8148,7,10739.0,106.0,0.0,3.0,2014-07-22,107,0,0,0,1,0,0,0
8149,7309,8979.0,10.0,1.0,0.0,2015-02-17,122,0,0,0,1,0,0,0
8150,92,4810.0,32.0,1.0,5.0,2016-02-28,386,0,0,0,1,0,0,0
8151,2,1242.0,1.0,2.0,0.0,2014-01-20,32,0,0,0,1,0,0,0
8152,2,404630.0,2400.0,487.0,183.0,2016-04-22,1351,0,0,0,0,1,0,0
8153,1,43432.0,187.0,14.0,42.0,2014-07-05,1426,0,0,0,0,1,0,0
8154,1,192555.0,1170.0,23.0,57.0,2016-08-12,119,0,0,0,1,0,0,0
8155,18,125548.0,355.0,8.0,4.0,2013-11-06,134,0,0,0,1,0,0,0
8156,1,527268.0,9748.0,484.0,3891.0,2016-08-19,250,0,0,0,0,0,0,0
8157,1,225578.0,4315.0,53.0,284.0,2014-12-19,473,0,1,0,0,0,0,0
8158,1,203016.0,496.0,63.0,64.0,2016-02-27,9450,0,0,0,1,0,0,0
8159,1,252149.0,3400.0,35.0,505.0,2016-07-16,426,0,0,0,0,0,1,0
8160,2,132012.0,449.0,29.0,12.0,2012-03-15,806,0,0,0,1,0,0,0
8161,1,33650.0,67.0,5.0,20.0,2014-10-15,1753,0,0,1,0,0,0,0
8162,1,108670.0,305.0,74.0,529.0,2012-05-08,8603,0,0,0,0,0,0,1
8163,1,102329.0,692.0,22.0,23.0,2015-07-28,282,0,0,0,0,0,0,1
8164,1,230909.0,296.0,45.0,9.0,2016-07-31,150,0,0,0,1,0,0,0
8165,1,230509.0,1852.0,54.0,138.0,2015-07-06,552,0,1,0,0,0,0,0
8166,52,2494077.0,9160.0,1001.0,661.0,2012-11-08,1035,0,0,0,0,0,1,0
8167,2,138222.0,242.0,28.0,36.0,2013-11-20,688,0,0,0,1,0,0,0
8168,35981,42838.0,33.0,2.0,5.0,2016-10-11,308,0,0,0,1,0,0,0
8169,3,235170.0,898.0,88.0,167.0,2016-05-18,3830,0,0,0,1,0,0,0
8170,1,185758.0,511.0,48.0,37.0,2015-05-14,585,0,0,0,1,0,0,0
8171,1,47623.0,420.0,19.0,30.0,2015-02-27,4179,0,0,0,0,0,0,1
8172,2,1467.0,2.0,4.0,0.0,2014-05-01,39,0,1,0,0,0,0,0
8173,1,14929.0,72.0,6.0,5.0,2013-08-21,730,0,0,0,0,0,1,0
8174,5,253711.0,498.0,37.0,23.0,2010-12-11,482,0,0,0,1,0,0,0
8175,1,50563.0,140.0,31.0,93.0,2015-06-01,4804,0,0,0,0,0,0,1
8176,3,30811.0,46.0,3.0,15.0,2011-06-26,640,0,0,0,0,1,0,0
8177,5,65208.0,258.0,26.0,6.0,2014-10-24,1374,0,0,0,0,0,1,0
8178,1,54031.0,422.0,6.0,76.0,2015-07-13,979,0,0,1,0,0,0,0
8179,15,640337.0,617.0,232.0,175.0,2013-04-29,2713,0,0,0,1,0,0,0
8180,4,65088.0,120.0,9.0,10.0,2012-09-25,571,0,0,0,1,0,0,0
8181,2,113709.0,1009.0,17.0,345.0,2013-05-22,1783,0,0,0,1,0,0,0
8182,1,63705.0,115.0,4.0,36.0,2015-03-19,576,0,0,1,0,0,0,0
8183,18,29688.0,94.0,30.0,38.0,2014-04-14,1039,0,0,0,1,0,0,0
8184,6,200252.0,521.0,37.0,60.0,2016-04-22,756,1,0,0,0,0,0,0
8185,1,7641170.0,58802.0,3500.0,2430.0,2013-08-01,191,0,0,0,1,0,0,0
8186,1,6306.0,9.0,4.0,0.0,2015-04-23,205,0,0,0,0,0,1,0
8187,4,38109.0,340.0,9.0,65.0,2014-09-18,3143,0,0,0,1,0,0,0
8188,1,100387.0,259.0,66.0,58.0,2015-11-30,91,0,0,0,1,0,0,0
8189,512,1024.0,8.0,0.0,0.0,2017-02-10,4032,0,0,0,0,0,1,0
8190,1958,2753.0,17.0,0.0,0.0,2016-09-12,176,0,0,0,0,0,1,0
8191,4,1315.0,8.0,0.0,0.0,2013-02-06,272,0,0,0,0,0,1,0
8192,1,16376.0,157.0,37.0,31.0,2016-09-07,391,0,0,0,1,0,0,0
8193,1195,135689.0,894.0,159.0,98.0,2015-02-15,192,0,0,0,0,0,1,0
8194,10,7707614.0,15740.0,3372.0,793.0,2015-09-01,110,0,0,0,1,0,0,0
8195,1,432572.0,1132.0,87.0,204.0,2014-11-08,449,1,0,0,0,0,0,0
8196,2,20406.0,43.0,2.0,6.0,2015-06-23,3720,0,0,0,1,0,0,0
8197,2,878577.0,2487.0,223.0,365.0,2016-06-04,696,1,0,0,0,0,0,0
8198,1,117452.0,25.0,10.0,1.0,2013-06-06,57,0,0,0,1,0,0,0
8199,1,4426.0,18.0,0.0,0.0,2016-09-15,111,0,0,0,1,0,0,0
8200,1,198.0,3.0,0.0,1.0,2012-02-07,1079,0,0,0,1,0,0,0
8201,35,400348.0,324.0,62.0,25.0,2012-02-26,245,0,0,0,0,0,1,0
8202,1,138338.0,144.0,41.0,11.0,2016-06-17,97,0,0,0,0,1,0,0
8203,58,466276.0,10700.0,2036.0,486.0,2014-07-16,690,0,1,0,0,0,0,0
8204,7,2860108.0,3825.0,382.0,388.0,2015-05-28,5169,0,0,0,0,1,0,0
8205,2,136319.0,41.0,111.0,4.0,2014-12-02,75,0,0,0,1,0,0,0
8206,1,107124.0,574.0,31.0,272.0,2016-08-15,1235,0,0,0,1,0,0,0
8207,13,607718.0,1509.0,136.0,111.0,2014-01-20,3828,0,0,0,1,0,0,0
8208,1,63473.0,259.0,7.0,143.0,2011-09-14,1377,0,0,0,0,0,1,0
8209,24,189366.0,434.0,330.0,398.0,2012-05-01,364,0,0,0,1,0,0,0
8210,1,6648.0,16.0,1.0,1.0,2016-08-08,184,0,0,0,1,0,0,0
8211,6,415984.0,1426.0,402.0,2028.0,2016-08-13,411,0,0,0,1,0,0,0
8212,1,27992.0,89.0,10.0,15.0,2013-02-28,409,0,0,0,0,0,1,0
8213,2,92548.0,413.0,19.0,39.0,2015-05-29,601,0,0,0,1,0,0,0
8214,6,41628.0,33.0,4.0,1.0,2012-05-10,273,0,0,0,0,1,0,0
8215,7,2967379.0,8350.0,342.0,192.0,2015-01-08,313,0,0,0,0,0,1,0
8216,1648,6698.0,40.0,0.0,7.0,2016-09-05,422,0,0,0,0,0,1,0
8217,5,32403.0,200.0,16.0,22.0,2015-01-15,331,0,0,1,0,0,0,0
8218,29,998425.0,16729.0,783.0,2740.0,2012-12-18,780,0,0,0,1,0,0,0
8219,3,235571.0,532.0,66.0,192.0,2014-12-15,9091,0,0,0,0,1,0,0
8220,1,8342.0,20.0,0.0,2.0,2013-01-05,816,0,0,0,1,0,0,0
8221,2,388938.0,1840.0,154.0,180.0,2016-06-28,104,0,1,0,0,0,0,0
8222,2,2367980.0,46741.0,1322.0,3611.0,2017-02-10,189,0,1,0,0,0,0,0
8223,6,2620558.0,8800.0,5275.0,8168.0,2016-04-05,1021,0,0,0,1,0,0,0
8224,27,1523000.0,4184.0,766.0,194.0,2016-07-30,150,0,0,0,1,0,0,0
8225,1,441486.0,1027.0,55.0,118.0,2014-06-09,185,0,0,0,1,0,0,0
8226,1,5489.0,3.0,4.0,0.0,2013-05-18,189,0,0,0,1,0,0,0
8227,1,22584.0,11.0,9.0,1.0,2015-06-27,1573,0,0,0,0,1,0,0
8228,2,188632.0,360.0,37.0,16.0,2012-04-17,413,0,0,0,1,0,0,0
8229,1,6126.0,32.0,5.0,0.0,2016-08-02,15,0,0,0,1,0,0,0
8230,3,1070894.0,1191.0,146.0,429.0,2014-11-28,225,0,0,0,0,0,1,0
8231,6,346869.0,2648.0,99.0,454.0,2013-10-01,36151,0,0,0,0,0,1,0
8232,1,20229.0,98.0,3.0,9.0,2016-11-07,62,0,0,0,1,0,0,0
8233,1,84554.0,,,17.0,2015-02-08,178,0,0,0,0,0,0,1
8234,1,787107.0,1029.0,239.0,24.0,2016-01-06,112,0,0,0,0,1,0,0
8235,1,103107.0,481.0,35.0,36.0,2016-09-02,227,0,0,0,0,1,0,0
8236,1,166694.0,98.0,49.0,4.0,2016-09-15,8066,0,0,0,1,0,0,0
8237,1,8580.0,280.0,24.0,116.0,2016-01-22,248,0,0,0,0,0,1,0
8238,74,792018.0,360.0,84.0,62.0,2012-12-24,84,0,0,0,1,0,0,0
8239,1,90499.0,2518.0,48.0,304.0,2016-07-27,1455,1,0,0,0,0,0,0
8240,3,355372.0,1771.0,54.0,443.0,2015-10-26,217,0,1,0,0,0,0,0
8241,2,18438.0,486.0,3.0,52.0,2016-08-20,1554,0,0,1,0,0,0,0
8242,1,36687.0,58.0,10.0,3.0,2015-08-31,9710,0,0,0,1,0,0,0
8243,4,74032.0,496.0,18.0,427.0,2013-04-11,356,0,0,0,1,0,0,0
8244,1,141378.0,416.0,36.0,242.0,2012-03-04,119,0,0,0,0,1,0,0
